#            face_x              face_y              face_z                 U_x                 U_y                 U_z   wallShearStress_x   wallShearStress_y   wallShearStress_z               yPlus                   p
                6.6                 0.1                0.05                   0                   0                   0   -0.00330372464798  -1.77469710272e-08   1.88067912124e-18       1.20843161543     0.0450802431664
               6.68                 0.1                0.05                   0                   0                   0   -0.00330740624402   -1.7577774235e-08                   0       1.20910475236     0.0425496985874
               6.76                 0.1                0.05                   0                   0                   0   -0.00331100672556  -1.72389866327e-08                   0       1.20976269619     0.0400137979254
               6.84                 0.1                0.05                   0                   0                   0   -0.00331456993271  -1.68877050616e-08                   0        1.2104134765     0.0374732827696
               6.92                 0.1                0.05                   0                   0                   0   -0.00331801291985  -1.64459752773e-08                   0       1.21104196773     0.0349271767627
                  7                 0.1                0.05                   0                   0                   0   -0.00332140418506  -1.59596747098e-08                   0       1.21166069883     0.0323757685131
               7.08                 0.1                0.05                   0                   0                   0   -0.00332464119037  -1.54336166976e-08                   0       1.21225099087     0.0298185787601
               7.16                 0.1                0.05                   0                   0                   0   -0.00332782078082  -1.48644873398e-08                   0       1.21283053318     0.0272557761802
               7.24                 0.1                0.05                   0                   0                   0    -0.0033308180749   -1.4273341243e-08                   0       1.21337659498     0.0246870146569
               7.32                 0.1                0.05                   0                   0                   0   -0.00333375966121  -1.36607163045e-08                   0       1.21391226883      0.022112608769
                7.4                 0.1                0.05                   0                   0                   0   -0.00333649640355  -1.30406411517e-08                   0       1.21441042765     0.0195321739054
               7.48                 0.1                0.05                   0                   0                   0   -0.00333918907741  -1.23919394272e-08                   0        1.2149003655     0.0169461579904
               7.56                 0.1                0.05                   0                   0                   0   -0.00334164857291  -1.18367308268e-08                   0       1.21534770346     0.0143542188979
               7.64                 0.1                0.05                   0                   0                   0   -0.00334412513046  -1.11382995234e-08                   0       1.21579797832     0.0117572223653
               7.72                 0.1                0.05                   0                   0                   0   -0.00334625239906  -1.07358044759e-08                   0       1.21618461441    0.00915304020839
                7.8                 0.1                0.05                   0                   0                   0   -0.00334869408369  -9.91087183889e-09                   0       1.21662824416    0.00654903597676
               7.88                 0.1                0.05                   0                   0                   0    -0.0033501169932  -9.47913103927e-09                   0       1.21688669976    0.00392551806509
               7.96                 0.1                0.05                   0                   0                   0   -0.00335335351018   -1.1316817327e-08                   0       1.21747436999    0.00133817544182
